Symbol,Company Name,Per Share Ratios,Basic EPS (Rs.),Diluted EPS (Rs.),Cash EPS (Rs.),Book Value [ExclRevalReserve]/Share (Rs.),Book Value [InclRevalReserve]/Share (Rs.),Dividend / Share(Rs.),Revenue from Operations/Share (Rs.),PBDIT/Share (Rs.),PBIT/Share (Rs.),PBT/Share (Rs.),Net Profit/Share (Rs.),Profitability Ratios,PBDIT Margin (%),PBIT Margin (%),PBT Margin (%),Net Profit Margin (%),Return on Networth / Equity (%),Return on Capital Employed (%),Return on Assets (%),Total Debt/Equity (X),Asset Turnover Ratio (%),Liquidity Ratios,Current Ratio (X),Quick Ratio (X),Inventory Turnover Ratio (X),Dividend Payout Ratio (NP) (%),Dividend Payout Ratio (CP) (%),Earnings Retention Ratio (%),Cash Earnings Retention Ratio (%),Valuation Ratios,Enterprise Value (Cr.),EV/Net Operating Revenue (X),EV/EBITDA (X),MarketCap/Net Operating Revenue (X),Retention Ratios (%),Price/BV (X),Price/Net Operating Revenue,Earnings Yield,
MERCATOR,Mercator Ltd.,,0.01,0.01,0.02,-32.36,-32.36,0,0,0.02,0.02,0.01,0.01,,0,0,0,0,-0.04,-0.05,0.1,-0.23,0,,0.19,0.19,0,0,0,0,0,,0,0,0,0,0,0,0,0,
MFSL,Max Financial Services Ltd.,,0.4,0.4,0.49,195.98,195.98,0,1.68,0.65,0.56,0.56,0.4,,38.83,33.47,33.28,23.98,0.2,0.28,0.2,0,0.01,,"1,164.61","1,164.61",0,0,0,0,0,,"21,857.13",378.01,973.27,379.01,0,3.24,379.01,0,
MGL,Mahanagar Gas Ltd.,,79.98,79.98,103.38,418.53,418.53,26,637.71,131.21,107.81,106.86,79.98,,20.57,16.9,16.75,12.54,19.11,23.81,13.09,0,1.12,,1.29,1.26,0,12.5,9.67,87.5,90.33,,"9,495.54",1.51,7.33,1.54,87.49,2.35,1.54,0.08,
MHRIL,Mahindra Holidays and Resorts India Ltd.,,7.92,7.89,14.83,-5.03,37.1,0,59.6,19.05,12.12,10.67,7.9,,31.95,20.33,17.89,13.25,-157,4.06,2.26,0,0.18,,1.99,1.99,0,0,0,0,0,,"5,298.84",4.43,13.86,4.53,0,-53.6,4.53,0.03,
MINDACORP,Minda Corporation Ltd.,,10.06,10.06,14.67,57.72,57.72,1.2,146.13,16.69,12.08,9.41,10.07,,11.41,8.26,6.44,6.88,17.44,16.88,8.46,0.42,1.37,,1.07,0.67,4.87,10.93,7.5,89.07,92.5,,"5,637.70",1.61,14.14,1.47,89.06,3.73,1.47,0.05,
MINDTECK,Mindteck (India) Ltd.,,5.82,5.78,7.57,57.6,57.6,1,51.25,9.66,7.97,7.74,5.88,,18.85,15.55,15.09,11.48,10.21,13.29,8.78,0,0.76,,4.67,4.67,0,17.28,13.42,82.72,86.58,,215.9,1.67,8.84,2.02,82.71,1.8,2.02,0.06,
MIRZAINT,Mirza International Ltd.,,1.9,1.9,3.73,32.94,32.94,0,45.37,4.86,3.03,2.47,1.9,,10.71,6.67,5.44,4.17,5.75,8.56,4.42,0.06,0.62,,2.51,1.31,0.79,0,0,0,0,,504.07,0.8,7.51,0.77,0,1.06,0.77,0.05,
MMFL,MM Forgings Ltd.,,52.02,52.02,80.02,285.3,285.3,6,583.77,112.53,84.53,72.43,52.02,,19.27,14.48,12.4,8.91,18.23,19.25,7.51,0.94,0.91,,1.2,0.73,3.05,11.53,7.49,88.47,92.51,,"2,456.41",1.74,9.04,1.43,88.46,2.92,1.43,0.06,
MODIRUBBER,Modi Rubber Ltd.,,3.18,3.18,4.03,140.04,140.04,0,1.08,5.53,4.69,4.5,3.18,,510.16,432.01,414.75,293.33,2.27,2.97,1.9,0.01,0.01,,2.72,2.72,0,0,0,0,0,,144.41,53.17,10.42,53.32,0,0.41,53.35,0.06,
MOHITIND,Mohit Industries Ltd.,,-1.04,-1.04,0.18,27.17,27.17,0,118.09,3.45,2.23,-0.91,-1.04,,2.91,1.88,-0.77,-0.88,-3.83,6.5,-1.48,1.45,1.71,,1.2,0.71,5.21,0,0,0,0,,71.88,0.43,14.74,0.1,0,0.42,0.1,-0.09,
MOIL,MOIL Ltd.,,12.31,12.31,17.93,110.29,110.29,3.69,65.93,21.92,16.3,16.44,12.31,,33.24,24.71,24.92,18.67,11.16,14.34,9.3,0,0.51,,3.66,3.21,0.15,48.72,33.45,51.28,66.55,,"2,087.16",1.56,4.68,2.16,51.27,1.29,2.16,0.09,
MOLDTECH,Mold Tek Technologies Ltd.,,10.29,10.08,11.95,36.03,36.03,3.4,47.18,15.56,13.91,13.67,10.29,,32.97,29.47,28.97,21.81,28.57,36.51,22.95,0,1.24,,3.97,3.97,0,2.91,2.51,97.09,97.49,,659.1,4.95,15,5.16,97.08,6.76,5.16,0.04,
MOLDTKPAC,Mold-Tek Packaging Ltd.,,24.4,24.37,33.36,168.45,168.45,6,220.07,41.25,32.14,30.97,24.25,,18.74,14.6,14.07,11.01,14.39,17.85,11.56,0.08,1.15,,2.43,1.56,4.81,32.33,23.5,67.67,76.5,,"3,038.38",4.16,22.21,4.11,67.66,5.37,4.11,0.03,
MONTECARLO,Monte Carlo Fashions Ltd.,,64.03,64.03,84.18,374.7,374.7,20,539.18,115.12,94.97,83.18,64.03,,21.35,17.61,15.42,11.87,17.08,20.65,8.86,0.26,0.85,,1.95,1.11,0.37,31.22,23.75,68.78,76.25,,"1,480.10",1.32,6.2,1.16,68.77,1.66,1.16,0.1,
MORARJEE,Morarjee Textiles Ltd.,,-51.03,-51.03,-44.89,-76.61,-76.61,0,56.94,-13.96,-20.1,-51.02,-51.03,,-24.51,-35.3,-89.61,-89.63,0,36.92,-36.8,-1.8,0.37,,0.12,0.07,1.75,0,0,0,0,,572.76,2.77,-11.3,0.3,0,-0.22,0.3,-3,
MOTHERSON,Samvardhana Motherson International Ltd.,,1.14,1.14,1.48,46.4,46.4,0.65,10.85,1.9,1.56,1.34,1.14,,17.47,14.32,12.36,10.51,2.46,3.05,1.99,0.18,0.19,,1.28,1.07,5.69,37.95,29.21,62.05,70.79,,"50,856.31",6.91,39.57,6.18,62.04,1.45,6.18,0.02,
MOTOGENFIN,Motor and General Finance Ltd.,,-0.42,-0.42,-0.09,13.2,19.9,0,1.4,0.02,-0.31,-0.42,-0.42,,1.75,-21.79,-30.07,-30.07,-3.19,-1.01,-0.92,0.04,0.03,,1.89,0.03,0,0,0,0,0,,120.81,22.26,"1,269.02",21.94,0,2.33,21.95,-0.01,
MPHASIS,MphasiS Ltd.,,75.14,74.56,84.37,265.84,265.84,50,500.23,113.13,103.8,99.89,75.04,,22.61,20.75,19.96,15,28.22,35.08,19.54,0.02,1.33,,2.56,2.56,0,61.19,54.43,38.81,45.57,,"33,302.78",3.53,15.62,3.59,38.8,6.76,3.59,0.04,
MRF,MRF Ltd.,,"1,924.56","1,924.56","4,869.88","34,219.03","34,219.03",175,"53,250.54","6,097.95","3,153.14","2,639.62","1,925.07",,11.45,5.92,4.95,3.61,5.62,8.01,3.39,0.14,0.97,,1.22,0.67,3.83,7.79,3.08,92.21,96.92,,"37,456.70",1.66,14.49,1.58,92.2,2.46,1.58,0.02,
MRPL,Mangalore Refinery and Petrochemicals Ltd.,,15.05,15.05,21.82,56.11,56.11,0,621.09,38.28,31.5,24.19,15.05,,6.16,5.07,3.89,2.42,26.82,23.93,7.51,1.7,2.9,,0.99,0.43,11.28,0,0,0,0,,"25,883.96",0.24,3.86,0.08,0,0.94,0.08,0.29,
MSPL,MSP Steel & Power Ltd.,,-1.39,-1.29,0.01,7.32,7.32,0,66.17,1.84,0.43,-1.56,-1.39,,2.77,0.65,-2.36,-2.1,-19.02,1.55,-3.26,2.83,1.5,,1.27,0.43,4.34,0,0,0,0,,"1,077.03",0.42,15.23,0.12,0,1.07,0.12,-0.18,
MTNL,Mahanagar Telephone Nigam Ltd.,,-46.2,-46.2,-34.83,-330.84,-330.84,0,13.68,2.54,-8.83,-46.2,-46.2,,18.57,-64.58,-337.84,-337.84,0,80.78,-25.01,-1.35,0.07,,0.47,0.47,0,0,0,0,0,,"29,012.68",33.67,181.28,1.32,0,-0.05,1.32,-2.55,
MUNJALSHOW,Munjal Showa Ltd.,,7.98,7.98,10.92,162.82,162.82,4.5,310.16,12.62,9.68,10.55,7.98,,4.06,3.11,3.4,2.57,4.89,5.85,3.93,0,1.55,,3.76,3.27,13.33,56.41,41.19,43.59,58.81,,333.41,0.27,6.6,0.27,43.58,0.52,0.27,0.09,
MURUDCERA,Murudeshwar Ceramics Ltd.,,1.08,1.03,3.07,61.25,61.25,0.5,29.88,5.52,3.59,1.28,1.14,,18.46,12.02,4.27,3.82,1.86,4.87,1.22,0.33,0.34,,1.33,0.31,0.34,0,0,0,0,,289.8,1.68,9.1,1.01,0,0.49,1.01,0.04,
NACLIND,Nacl Industries Ltd.,,5.18,5.17,6.48,29.04,29.04,0.7,106.44,10.45,9.15,6.93,5.17,,9.81,8.59,6.5,4.85,17.8,26.64,5.86,1,1.34,,1.29,0.84,3.56,11.58,9.25,88.42,90.75,,"2,131.13",1.01,10.26,0.77,88.41,2.82,0.77,0.06,
NAGREEKEXP,Nagreeka Exports Ltd.,,2.43,2.43,8.27,88.77,88.77,0,310.56,14.73,8.88,0.32,2.43,,4.74,2.86,0.1,0.78,2.73,6.18,0.92,1.6,1.15,,1.41,0.59,1.66,0,0,0,0,,217.97,0.56,11.83,0.1,0,0.35,0.1,0.08,
NAHARCAP,Nahar Capital and Financial Services Ltd.,,16.61,16.61,17.22,508.42,508.42,1.5,19.01,19.17,18.55,18.47,16.61,,100.85,97.6,97.18,87.37,3.26,3.62,3.23,0,0.04,,224.52,223.64,0,9.03,8.7,90.97,91.3,,410.87,12.91,12.8,12.97,90.96,0.48,12.97,0.07,
NAHARINDUS,Nahar Industrial Enterprises Ltd.,,19.89,19.89,29.4,211.21,211.21,0,408.68,43.37,32.24,23.29,18.26,,10.61,7.88,5.69,4.46,8.64,13.5,5.87,0.29,1.12,,2.22,0.85,1.59,0,0,0,0,,666.93,0.38,3.54,0.22,0,0.43,0.22,0.2,
NAHARPOLY,Nahar Poly Films Ltd.,,12.99,12.99,25.52,190.8,190.8,1.5,287.49,34.8,21.98,17.06,12.7,,12.1,7.64,5.93,4.41,6.65,9,4.69,0.34,0.94,,2.17,1.41,9.45,19.24,9.57,80.76,90.43,,706.96,0.98,8.08,0.8,80.75,1.2,0.8,0.06,
NAHARSPING,Nahar Spinning Mills Ltd.,,32.24,32.24,50.78,430.37,430.37,1.5,774.64,71.21,51.12,41.64,30.69,,9.19,6.59,5.37,3.96,7.12,10.18,4.4,0.47,1.02,,1.89,0.76,1.98,6.51,3.93,93.49,96.07,,"1,544.83",0.55,6.01,0.31,93.48,0.56,0.31,0.13,
NATCOPHARM,Natco Pharma Ltd.,,34.9,34.9,43.18,257.64,257.64,5.5,128.82,50.97,42.7,42.23,34.91,,39.56,33.14,32.78,27.09,13.54,16.17,11.82,0.03,0.45,,4.38,3.3,0.72,15.75,12.74,84.25,87.26,,"10,034.51",4.27,10.79,4.38,84.24,2.19,4.38,0.06,
NATHBIOGEN,Nath Bio-Genes Ltd.,,18.51,18.51,20.09,301.7,301.7,2,158.54,26.02,24.44,19.11,18.5,,16.41,15.41,12.05,11.67,6.13,8.05,4.43,0.18,0.39,,2.41,1.45,0,10.8,9.95,89.2,90.05,,165.41,0.55,3.34,0.89,89.19,0.47,0.89,0.13,
NATIONALUM,National Aluminium Company Ltd.,,8.41,8.41,12.31,72.08,72.08,4.5,77.61,14.61,10.71,10.64,8.41,,18.82,13.8,13.71,10.83,11.66,13.24,8.7,0,0.81,,1.84,1.2,4.51,59.45,40.62,40.55,59.38,,"12,340.53",0.87,4.6,1.01,40.54,1.09,1.01,0.11,
NAUKRI,Info Edge India Ltd.,,31.81,31.81,35.34,846.94,846.94,19,167.32,74.36,70.89,47.74,31.87,,44.44,42.36,28.53,19.04,3.76,7.86,3.18,0,0.15,,2.45,2.45,0,46.97,42.36,53.03,57.64,,"47,871.01",22.18,49.9,22.28,53.02,4.4,22.28,0.01,
NAVKARCORP,Navkar Corporation Ltd.,,1.3,1.3,7.92,131.31,131.31,0,29.33,6.31,4.53,4.53,6.14,,21.49,15.42,15.45,20.94,4.67,3.35,4.47,0.01,0.19,,5.8,5.74,0,0,0,0,0,,748.68,1.7,7.89,1.8,0,0.4,1.8,0.12,
NAVNETEDUL,Navneet Education Ltd.,,11.44,11.44,13.03,59.8,59.8,2.6,71.96,15.66,14.08,15.04,11.44,,21.76,19.56,20.89,15.9,19.13,23.45,14.97,0.17,1.06,,2.6,0.97,1.7,13.1,11.51,86.9,88.49,,"2,372.96",1.46,6.7,1.33,86.89,1.59,1.33,0.12,
NBIFIN,NBI Industrial Finance Company Ltd.,,21.46,21.46,21.47,"9,596.64","9,596.64",0,41.3,32.08,32.07,32.07,21.46,,77.67,77.65,77.65,51.96,0.22,0.32,0.21,0,0,,"20,635.48","20,635.48",0,0,0,0,0,,356.22,35.1,45.2,35.16,0,0.15,35.16,0.01,
NCC,NCC Ltd.,,9.13,9.13,12.25,100.69,100.69,2.2,212.65,23.81,20.63,12.5,9.07,,11.19,9.69,5.87,4.26,9,19.97,3.64,0.15,0.91,,1.34,1.22,5.09,22.06,16.32,77.94,83.68,,"7,007.99",0.52,4.69,0.5,77.93,1.06,0.5,0.09,
NCLIND,NCL Industries Ltd.,,9.8,9.8,20.89,171.3,171.3,3,355.86,37.06,26.34,20.55,10.17,,10.41,7.4,5.77,2.85,5.93,9.97,3.02,0.38,1.08,,1.28,0.82,1.64,29.5,14.36,70.5,85.64,,"1,062.59",0.66,6.34,0.5,70.49,1.04,0.5,0.06,
NDGL,Naga Dhunseri Group Ltd.,,75.38,75.38,80.37,"1,964.00","1,964.00",2.5,112.8,96.36,91.37,86.95,75.38,,85.42,81,77.08,66.82,3.83,4.53,3.65,0,0.05,,40.88,40.88,0,3.31,3.11,96.69,96.89,,126.62,11.22,13.14,11.27,96.68,0.65,11.27,0.06,
NDL,Nandan Denim Ltd.,,0.06,0.06,2.64,37.49,37.49,0,140.6,6.66,4.08,0.38,0.06,,4.73,2.9,0.26,0.03,0.14,8.12,0.06,0.86,1.5,,1.32,0.94,7.1,0,0,0,0,,661.73,0.33,6.89,0.11,0,0.42,0.11,0,
NDLVENTURE,NDL Ventures Ltd.,,0.08,0.08,0.08,20.16,20.16,2,0,0.08,0.08,0.08,0.08,,0,0,0,0,0.4,0.4,0.34,0,0,,6.3,5.35,0,"4,915.58","4,915.58","-4,815.58","-4,815.58",,354.2,0,"1,292.72",0,"-4,815.58",5.38,0,0,
NECCLTD,North Eastern Carrying Corporation Ltd.,,1.15,1.15,1.72,20.89,20.89,0,60.96,4.02,3.45,1.87,1.15,,6.59,5.66,3.07,1.88,5.5,14.98,2.37,1.14,1.33,,1.77,1.77,0,0,0,0,0,,201.33,0.66,9.98,0.3,0,0.86,0.3,0.06,
NECLIFE,Nectar Lifesciences Ltd.,,-1,-1,1.63,47.47,47.47,0,67.94,4.37,1.73,-1.81,-1,,6.42,2.54,-2.67,-1.47,-2.1,2.98,-1.02,0.71,0.67,,1.59,0.63,1.39,0,0,0,0,,"1,091.93",0.72,11.15,0.23,0,0.33,0.23,-0.06,
NELCAST,Nelcast Ltd.,,3.42,3.42,6.18,53.84,53.84,0.4,145.28,10.98,8.22,4.63,3.42,,7.55,5.65,3.18,2.35,6.34,11.66,2.89,0.65,1.27,,1.31,0.93,3.99,8.77,4.85,91.23,95.15,,973.66,0.77,10.19,0.61,91.22,1.65,0.61,0.04,
NEOGEN,Neogen Chemicals Ltd.,,20.07,20.07,26.56,193.51,193.51,3,275.14,46.61,40.11,28.51,20.06,,16.93,14.57,10.36,7.29,10.36,15.53,4.74,0.75,0.74,,1.6,0.89,1.99,13.7,10.35,86.3,89.65,,"3,541.31",5.16,30.47,4.66,86.29,6.63,4.66,0.02,
NESCO,NESCO Ltd.,,41.25,41.25,45.9,278.81,278.81,4.5,77.49,58.47,53.81,52.08,41.25,,75.44,69.44,67.21,53.22,14.79,17.63,12.84,0,0.26,,4.7,4.59,3.89,7.27,6.53,92.73,93.47,,"3,626.09",6.64,8.8,6.67,92.72,1.85,6.67,0.08,
NEWGEN,Newgen Software Technologies Ltd.,,24.41,24.1,27.14,132.15,132.15,5,127.46,33.05,30.3,29.74,24.39,,25.93,23.77,23.33,19.13,18.45,21.49,13.97,0,0.8,,3.12,3.12,0,18.52,16.65,81.48,83.35,,"2,999.36",3.38,13.03,3.54,81.47,3.41,3.54,0.05,
NFL,National Fertilizers Ltd.,,9.3,9.3,16.49,56.54,56.54,0,603.7,25.77,18.58,12.43,9.3,,4.26,3.07,2.05,1.54,16.44,17.02,3.57,1.44,2.52,,1.08,0.67,4,0,0,0,0,,"7,529.52",0.25,5.96,0.12,0,1.28,0.12,0.13,
NH,Narayana Hrudayalaya Ltd.,,13.08,13.08,19.81,71.87,71.87,2.5,144.91,28.3,21.49,19.31,13,,19.53,14.82,13.32,8.97,18.08,20.45,9.57,0.37,1.17,,0.86,0.8,0,7.64,5.01,92.36,94.99,,"16,164.99",5.46,27.95,5.34,92.35,10.77,5.34,0.02,
NIACL,New India Assurance Company Ltd.,,6.4,6.4,6.88,155.61,155.61,1.93,247.58,8.25,7.77,7.56,6.4,,3.33,3.13,3.05,2.58,4.11,3.33,1.08,0,0.42,,0.38,0.38,0,4.68,4.36,95.32,95.64,,"3,721.23",0.09,2.74,0.39,95.31,0.62,0.39,0.07,
NIBL,NRB Industrial Bearings Ltd.,,-5.42,-5.42,-1.58,-5.58,-5.58,0,33.32,2.4,-1.43,-5.42,-5.42,,7.21,-4.29,-16.25,-16.25,0,-7.45,-10.63,-4.33,0.64,,0.61,0.28,1.57,0,0,0,0,,149.57,1.85,25.68,0.47,0,-2.83,0.47,-0.34,
NILAINFRA,Nila Infrastructures Ltd.,,0.05,0.05,0.08,3.76,3.76,0,2.9,0.4,0.36,0.07,0.05,,13.71,12.41,2.51,1.54,1.19,7.83,0.21,0.44,0.19,,1,0.94,0,0,0,0,0,,247.73,2.17,15.78,1.62,0,1.25,1.62,0.01,
NILKAMAL,Nilkamal Ltd.,,81.7,81.7,156.96,838.89,838.89,20,"2,063.54",209.2,133.94,109.43,81.7,,10.13,6.49,5.3,3.95,9.73,12.19,6.09,0.15,1.61,,3.15,1.38,2.17,18.35,9.55,81.65,90.45,,"2,792.85",0.91,8.95,0.85,81.64,2.09,0.85,0.05,
NITCO,Nitco Ltd.,,-21.05,-21.05,-16.98,-48.11,-48.11,0,53.11,-4.56,-8.64,-21.05,-21.05,,-8.59,-16.25,-39.63,-39.63,0,43.37,-19.19,-2.11,0.47,,0.42,0.19,0.19,0,0,0,0,,"1,007.86",2.64,-30.73,0.36,0,-0.4,0.36,-1.09,
NITINSPIN,Nitin Spinners Ltd.,,29.32,29.32,44.76,183.01,183.01,2.5,428.09,53.43,37.99,31.28,29.32,,12.48,8.87,7.3,6.84,16.01,12.65,7.43,0.95,1.19,,1.5,0.57,3.65,8.52,5.58,91.48,94.42,,"2,248.47",0.93,7.49,0.53,91.47,1.23,0.53,0.13,
NKIND,NK Industries Ltd.,,-2.68,-2.68,3.13,-832.21,-567.89,0,4,3.01,-2.8,-3.43,-2.68,,75.08,-70.05,-85.66,-66.93,0,-0.58,-0.55,0,0.01,,7.29,7.01,0,0,0,0,0,,20.01,8.32,11.08,8.82,0,-0.04,8.82,-0.08,
NOCIL,NOCIL Ltd.,,8.92,8.89,12.19,92.43,92.43,3,97.01,15.38,12.12,12.04,8.92,,15.85,12.48,12.41,9.19,9.65,12.09,8.07,0,0.88,,5.05,3.39,2.94,33.61,24.61,66.39,75.39,,"3,382.67",2.09,13.2,2.13,66.38,2.23,2.13,0.04,
NORBTEAEXP,Norben Tea and Exports Ltd.,,0.18,0.18,0.65,12.64,12.64,0,6.62,1.46,0.99,0.29,0.18,,22.01,14.96,4.34,2.72,1.42,5.49,0.82,0.61,0.31,,0.5,0.22,0,0,0,0,0,,17.87,2.3,10.44,1.17,0,0.61,1.17,0.02,
NRAIL,NR Agarwal Industries Ltd.,,58.35,58.35,79.39,373.48,373.48,0,"1,037.70",115.95,94.91,86.81,58.35,,11.17,9.14,8.36,5.62,15.62,18.12,9.54,0.21,1.73,,2.26,1.4,7.78,0,0,0,0,,433.82,0.25,2.2,0.2,0,0.55,0.2,0.28,
NRBBEARING,NRB Bearings Ltd.,,8.85,8.85,12.57,66.23,66.23,1,105.58,18.45,14.74,11.74,8.85,,17.47,13.96,11.12,8.38,13.36,19.7,7.72,0.46,0.97,,1.89,1.14,1.82,22.58,15.91,77.42,84.09,,"1,545.76",1.51,8.64,1.27,77.41,2.02,1.27,0.07,
NTPC,NTPC Ltd.,,17.73,17.73,31.28,143.23,143.23,7.25,168.89,48.66,35.11,24.21,17.73,,28.81,20.78,14.33,10.5,12.38,11.02,4.49,1.33,0.44,,1.04,0.86,0,23.96,13.58,76.04,86.42,,"351,190.06",2.14,7.44,1.04,76.03,1.22,1.04,0.1,
NUCLEUS,Nucleus Software Exports Ltd.,,48.69,48.69,55.07,219.61,219.61,10,218.43,71.43,65.06,64.77,48.7,,32.7,29.78,29.65,22.29,22.17,28.2,15.51,0,0.76,,2.02,2.02,0,14.37,12.71,85.63,87.29,,"1,675.85",2.87,8.76,2.92,85.62,2.91,2.92,0.08,
OAL,ORIENTAL AROMATICS Ltd.,,6.13,6.13,11.87,186.22,186.22,0.5,252.3,18.1,12.36,8.46,6.13,,7.17,4.89,3.35,2.42,3.29,6.02,2.08,0.37,0.92,,2.13,0.89,1.93,0,0,0,0,,"1,401.83",1.65,23.01,1.39,0,1.89,1.39,0.02,
OCCL,Oriental Carbon and Chemicals Ltd.,,43.75,43.75,71.71,594.27,594.27,14,465.32,98.36,70.4,57.55,43.75,,21.13,15.12,12.36,9.4,7.36,9.88,5.21,0.27,0.56,,2.02,1.55,3.01,31.99,19.52,68.01,80.48,,823,1.77,8.38,1.43,68,1.12,1.43,0.07,
OFSS,Oracle Financial Services Software Ltd.,,205.25,204.37,211.91,695.09,695.09,225,508.01,278.34,271.58,271.21,205.16,,54.78,53.45,53.38,40.38,29.51,37.87,26.7,0,0.67,,10.1,10.1,0,0,0,0,0,,"24,747.11",5.64,10.29,6.43,0,4.7,6.43,0.06,
OIL,Oil India Ltd.,,62.8,62.8,77.51,316.9,316.9,20,197.2,103.06,88.35,81.68,62.8,,52.26,44.8,41.41,31.84,19.81,19.17,12.57,0.32,0.41,,1.88,1.55,0,23.08,18.7,76.92,81.3,,"37,099.36",1.73,3.32,1.28,76.91,0.79,1.28,0.25,
OILCOUNTUB,Oil Country Tubular Ltd.,,23.63,23.63,30.38,-2.48,56.4,0,0.06,28.85,22.11,19.41,23.63,,"46,476.64","35,616.11","31,275.44","38,077.48",-951.66,21.41,21.07,-5.99,0,,1.11,0.12,0,0,0,0,0,,127.63,464.27,1,225.56,0,-5.64,225.81,1.69,
OLECTRA,Olectra Greentech Ltd.,,8.61,8.61,11.82,103.39,103.39,0.4,138.21,18.11,14.9,11.1,8.61,,13.1,10.77,8.03,6.23,8.33,13.57,4.7,0.08,0.85,,1.88,1.65,9.01,4.64,3.38,95.36,96.62,,"4,979.57",4.39,33.5,4.47,95.35,5.98,4.47,0.01,
ONGC,Oil and Natural Gas Corporation Ltd.,,30.86,30.86,46.83,204.96,204.96,11.25,114.87,65.52,49.55,40.06,30.86,,57.03,43.13,34.87,26.86,15.05,19.12,10.57,0.03,0.41,,1.29,1.09,0.48,45.35,29.89,54.65,70.11,,"175,547.03",1.21,2.13,1.31,54.64,0.74,1.31,0.2,
ONWARDTEC,Onward Technologies Ltd.,,7.34,7.16,13,72.3,72.3,3,141.3,16.18,10.49,9.74,7.3,,11.45,7.42,6.89,5.16,10.1,13.7,7.46,0,1.46,,2.67,2.67,0,40.78,22.91,59.22,77.09,,609.15,1.93,16.88,2.04,59.21,3.98,2.04,0.03,
OPTIEMUS,Optiemus Infracom Ltd.,,4.05,4.05,4.06,47.78,47.78,1.5,69.57,5.09,5.08,4.97,4.05,,7.31,7.3,7.14,5.82,8.48,10.62,5.86,0,1.06,,2.41,2.4,0,0,0,0,0,,"1,764.73",2.95,40.42,2.96,0,4.31,2.96,0.02,
ORBTEXP,Orbit Exports Ltd.,,11.19,11.15,16.53,74.63,74.63,0,70.24,21.35,16.14,14.75,11.32,,30.39,22.97,20.99,16.11,15.16,17.99,11.3,0.13,0.71,,2.77,1.48,2.13,0,0,0,0,,338.94,1.79,5.89,1.67,0,1.57,1.67,0.1,
ORIENTALTL,Oriental Trimex Ltd.,,-1.78,-1.65,-0.97,14.02,23.23,0,2.96,-0.7,-1.2,-1.78,-1.47,,-23.75,-40.53,-60.17,-49.56,-10.47,-5.16,-3.62,0.16,0.07,,1.43,0.75,0.01,0,0,0,0,,23.73,2.72,-11.46,2.04,0,0.43,2.04,-0.24,
ORIENTBELL,Orient Bell Ltd.,,15.04,14.78,29.57,211.54,211.54,1,486.69,36.33,21.76,20.11,15.01,,7.46,4.47,4.13,3.08,7.09,9.24,4.55,0.01,1.52,,1.55,0.92,1.44,6.64,3.37,93.36,96.63,,722.57,1.02,13.73,1.03,93.35,2.36,1.03,0.03,
ORIENTELEC,Orient Electric Ltd.,,3.57,3.56,6.08,27.47,27.47,1.5,118.85,8.35,5.83,4.79,3.56,,7.02,4.9,4.03,2.99,12.97,18.21,5.99,0.02,2.06,,1.49,1,2.5,56,32.84,44,67.16,,"5,598.93",2.21,31.53,2.27,43.99,9.84,2.27,0.01,
ORIENTPPR,Orient Paper and Industries Ltd.,,4.68,4.68,6.23,71.42,71.42,1,44.44,9.01,7.45,6.96,4.68,,20.26,16.76,15.65,10.52,6.54,8.17,4.5,0.18,0.43,,0.77,0.27,5.6,5.34,4,94.66,96,,"1,058.03",1.12,5.54,0.84,94.65,0.52,0.84,0.13,
ORISSAMINE,Orissa Minerals Development Company Ltd.,,-27.57,-27.57,-23.85,-21.34,-21.34,0,59.22,-3.49,-7.21,-45.37,-27.57,,-5.89,-12.17,-76.6,-46.55,0,314.42,-4.18,-13.56,0.08,,0.35,0.29,0,0,0,0,0,,1519.52,42.77,-725.17,40.12,0,-111.35,40.12,-0.01,0.11
OSWALGREEN,Oswal Greentech Ltd.,,1.47,1.47,1.63,96.68,96.68,1.5,0.8,2.47,2.31,2.27,1.47,,309.26,289.36,284.17,184.78,1.52,2.38,1.49,0,0.01,,22.34,18.33,0,0,0,0,0,,487.62,23.79,7.69,25.18,0,0.21,25.19,0.07,
PAGEIND,Page Industries Ltd.,,512.15,512.15,582.16,"1,229.20","1,229.20",250,"4,293.20",786.69,716.68,679.67,512.15,,18.32,16.69,15.83,11.92,41.66,53.32,21.21,0.18,2,,1.65,0.31,1.16,50.76,44.66,49.24,55.34,,"42,551.01",8.89,48.49,8.84,49.23,30.86,8.84,0.01,
PAISALO,Paisalo Digital Ltd.,,2.06,2.06,2.11,25.54,25.61,0.1,9.42,6.95,6.88,2.76,2.04,,73.77,73,29.27,21.67,7.99,19.05,3.01,1.59,0.15,,2.09,2.09,0,5,4.83,95,95.17,,"4,157.58",9.83,13.32,5.6,94.99,2.06,5.6,0.04,
PALASHSECU,Palash Securities Ltd.,,4.26,4.26,4.28,30.29,30.29,0,4.84,4.8,4.78,4.68,4.26,,99.18,98.76,96.55,88.01,14.06,14.37,12.81,0.09,0.16,,0,0,0,0,0,0,0,,96.57,19.94,20.1,20.42,0,3.26,20.43,0.04,
